starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 02 19:21:11 2013	1357154471	0	27	27	27
Wed Jan 02 19:21:11 2013	1357154471	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:11 2013	1357154471	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:14 2013	1357154474	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:14 2013	1357154474	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:11 2013	1357154471	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:14 2013	1357154474	0	27	27	27
Wed Jan 02 19:21:14 2013	1357154474	0	27	27	27
Wed Jan 02 19:21:11 2013	1357154471	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:11 2013	1357154471	0	27	27	27
Wed Jan 02 19:21:11 2013	1357154471	0	27	27	27
Wed Jan 02 19:21:14 2013	1357154474	0	27	27	27
Wed Jan 02 19:21:11 2013	1357154471	11	16	27	16
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:14 2013	1357154474	0	27	27	27
Wed Jan 02 19:21:13 2013	1357154473	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
Wed Jan 02 19:21:12 2013	1357154472	0	27	27	27
